Date,Close
2024-07-31,6387342.102159711
2024-08-01,6417397.410637633
2024-08-02,6447388.578493959
2024-08-03,6477821.8214458525
2024-08-04,6507604.082567335
2024-08-05,6537384.690222525
2024-08-06,6567350.631120059
2024-08-07,6597196.0336649595
2024-08-08,6627579.577219605
2024-08-09,6657597.985100008
2024-08-10,6687426.4766373
2024-08-11,6717589.041169501
2024-08-12,6747197.02089675
2024-08-13,6776969.906989443
2024-08-14,6806848.693073945
2024-08-15,6836760.3703118935
2024-08-16,6867081.388457811
2024-08-17,6896858.034461024
2024-08-18,6926594.42140143
2024-08-19,6956704.8632119745
2024-08-20,6986892.71576358
2024-08-21,7016832.282125826
2024-08-22,7046865.397572658
2024-08-23,7076822.59932325
2024-08-24,7106610.816744703
2024-08-25,7137019.405199053
2024-08-26,7167326.912305173
2024-08-27,7197395.997170261
2024-08-28,7227645.686924854
2024-08-29,7257879.049421169
2024-08-30,7287902.73604908
2024-08-31,7318088.984610378
2024-09-01,7348373.5814419435
2024-09-02,7378452.954802288
2024-09-03,7408570.557116491
2024-09-04,7438598.941221251
2024-09-05,7468681.970945026
2024-09-06,7498626.364816901
2024-09-07,7528422.588726906
2024-09-08,7558352.688370042
2024-09-09,7588094.518713812
2024-09-10,7618266.639872997
2024-09-11,7648124.787430869
2024-09-12,7677915.814430757
2024-09-13,7707732.927265254
2024-09-14,7737918.817705924
2024-09-15,7768069.724449732
2024-09-16,7798187.436594279
2024-09-17,7828136.656173913
2024-09-18,7858004.210168171
2024-09-19,7888184.4156009015
2024-09-20,7918405.3689673375
2024-09-21,7948320.869474629
2024-09-22,7978482.030607946
2024-09-23,8008403.9016742
2024-09-24,8038429.134243645
2024-09-25,8068313.944517124
2024-09-26,8098503.947245502
2024-09-27,8128594.115830287
2024-09-28,8158586.267734509
2024-09-29,8188530.633176466
2024-09-30,8218370.869138924
2024-10-01,8248374.089770356
2024-10-02,8278492.768529534
2024-10-03,8308530.05673904
2024-10-04,8338284.89056512
2024-10-05,8368627.507270643
2024-10-06,8398409.843648365
2024-10-07,8428178.04479892
2024-10-08,8458485.800018875
2024-10-09,8488318.60250372
2024-10-10,8518063.430922449
2024-10-11,8548052.929635687
2024-10-12,8577978.002506968
2024-10-13,8608070.18693272
2024-10-14,8638071.560648471
2024-10-15,8667914.73186327
2024-10-16,8697746.788543286
2024-10-17,8727878.536082156
2024-10-18,8758221.647351656
2024-10-19,8788242.216652885
2024-10-20,8818422.173139665
2024-10-21,8848383.272273328
2024-10-22,8878227.96481222
2024-10-23,8908062.266187092
2024-10-24,8937739.974093584
2024-10-25,8967913.84635301
2024-10-26,8997776.97804804
2024-10-27,9028129.15884196
2024-10-28,9057813.061432466
2024-10-29,9087875.69641503
2024-10-30,9117880.233202482
2024-10-31,9147521.432664404
2024-11-01,9177328.71760743
2024-11-02,9207263.554164499
2024-11-03,9237690.255911155
2024-11-04,9267795.99183472
2024-11-05,9297755.64567477
2024-11-06,9327557.543715166
2024-11-07,9357661.596523143
2024-11-08,9387306.486258753
2024-11-09,9417375.695074929
2024-11-10,9447263.747318972
2024-11-11,9477068.94671523
2024-11-12,9507242.321605548
2024-11-13,9537327.372385226
2024-11-14,9567397.699324377
2024-11-15,9597385.509804215
2024-11-16,9627357.142622305
2024-11-17,9657213.408263747
2024-11-18,9687289.863492103
2024-11-19,9717629.46815373
2024-11-20,9748055.080122888
2024-11-21,9778176.912587667
2024-11-22,9808298.632744448
2024-11-23,9838335.634736635
2024-11-24,9868385.892355017
2024-11-25,9898591.22614765
2024-11-26,9928792.842240406
2024-11-27,9958534.356610661
2024-11-28,9988575.062334199
2024-11-29,10018266.117341837
2024-11-30,10048330.364548037
2024-12-01,10078201.590792548
2024-12-02,10107987.31256205
2024-12-03,10137988.657392409
2024-12-04,10168171.169650853
2024-12-05,10198599.249292277
2024-12-06,10228553.102581372
2024-12-07,10258777.700392358
2024-12-08,10288807.224661648
2024-12-09,10318726.729821684
2024-12-10,10348787.039948398
2024-12-11,10378891.711957214
2024-12-12,10408927.988788683
2024-12-13,10438948.23757006
2024-12-14,10469142.756527908
2024-12-15,10499141.114491094
2024-12-16,10528800.722435545
2024-12-17,10559012.912032768
2024-12-18,10589178.390152866
2024-12-19,10619083.441396868
2024-12-20,10649178.691352023
2024-12-21,10679104.12014916
2024-12-22,10708887.381662712
2024-12-23,10738668.973214574
2024-12-24,10768656.182952467
2024-12-25,10798486.918060932
2024-12-26,10828622.583120326
2024-12-27,10858865.11583748
2024-12-28,10889069.051121034
2024-12-29,10919047.364951948
2024-12-30,10948823.215101998
